"Date & Time","Sample ID","Sample Type","Gln","Glu","Gluc","Lac","NH4+","Na+","K+","Ca++","pH","PO2","PCO2","Osm","Vessel ID","Batch ID","Cell Type","Vessel Temperature (°C)","Vessel Pressure (psi)","Sparging O2%","Chemistry Dilution Ratio","pH @ Temp","PCO2 @ Temp","PO2 @ Temp","O2 Saturation","CO2 Saturation","HCO3","Chemistry Flow Time","pH / Gas Flow Time","Tray Location","Time In Tray","Sample Time","Operator",
11/18/2024  16:07:24,E39D07SF-10,Default,1.23,5.94,4.88,0.06,5.29,126.2,9.22,0.22,7.479,31.2,36.9,363,,,,37.0,0.0,20.9,1:1,7.479,36.9,31.2,20.9,5.2,27.7,7.19,3.77,8,28:47,11/18/2024  16:07:24,Flex2admin,
11/18/2024  16:10:15,E39D07SF-11,Default,,7.40,6.29,0.14,5.10,133.3,10.52,0.22,7.481,31.4,48.6,405,,,,37.0,0.0,20.9,1:1,7.481,48.6,31.4,21.0,6.8,36.6,7.18,3.77,9,31:38,11/18/2024  16:10:15,Flex2admin,
11/18/2024  16:13:07,E39D07SF-12,Default,,7.78,6.86,0.12,4.42,134.2,10.74,0.24,7.427,37.5,36.0,412,,,,37.0,0.0,20.9,1:1,7.427,36.0,37.5,25.1,5.0,24.0,7.37,3.73,10,34:30,11/18/2024  16:13:07,Flex2admin,
11/18/2024  16:15:59,E39D07SF-13,Default,,6.63,4.11,0.12,2.69,125.8,9.27,0.23,7.455,69.9,31.5,351,,,,37.0,0.0,20.9,1:1,7.455,31.5,69.9,46.7,4.4,22.4,7.46,3.78,11,37:21,11/18/2024  16:15:59,Flex2admin,
11/18/2024  16:18:51,E39D07SF-14,Default,,6.86,5.62,0.11,3.31,123.4,9.14,0.22,7.510,53.7,26.9,365,,,,37.0,0.0,20.9,1:1,7.510,26.9,53.7,35.9,3.8,21.7,7.32,3.73,12,40:13,11/18/2024  16:18:51,Flex2admin,
11/18/2024  16:21:48,E39D07SF-15,Default,,7.17,6.66,0.13,3.15,125.6,9.79,0.22,7.486,61.7,33.0,378,,,,37.0,0.0,20.9,1:1,7.486,33.0,61.7,41.3,4.6,25.2,7.34,3.73,13,43:09,11/18/2024  16:21:48,Flex2admin,
11/18/2024  16:24:35,E39D07SF-16,Default,,8.25,7.61,0.69,2.98,131.2,10.80,0.23,7.383,68.5,32.8,411,,,,37.0,0.0,20.9,1:1,7.383,32.8,68.5,45.8,4.6,19.7,7.45,3.73,14,45:43,11/18/2024  16:24:35,Flex2admin,
11/18/2024  16:27:21,E39D07SF-17,Default,,6.96,6.09,0.07,3.90,123.1,9.34,0.22,7.536,77.1,25.5,371,,,,37.0,0.0,20.9,1:1,7.536,25.5,77.1,51.6,3.6,21.9,7.40,3.74,15,48:29,11/18/2024  16:27:21,Flex2admin,
11/19/2024  15:12:22,E38D08BRX01,Default,,7.87,7.18,0.94,5.64,123.9,11.15,0.21,6.918,49.7,125.7,401,,,,37.0,0.0,20.9,1:1,6.918,125.7,49.7,33.5,17.7,25.9,7.76,3.46,,,11/19/2024  15:12:22,Flex2admin,
11/19/2024  15:15:32,E38D08BRX02,Default,,8.92,6.72,0.93,4.69,128.5,10.97,0.22,7.210,44.9,54.6,408,,,,37.0,0.0,20.9,1:1,7.210,54.6,44.9,30.3,7.7,22.1,7.72,3.55,,,11/19/2024  15:15:32,Flex2admin,
11/19/2024  15:19:37,E38D08BRX03,Default,,8.43,5.74,2.74,5.27,129.9,10.56,0.19,6.898,64.6,52.3,416,,,,37.0,0.0,20.9,1:1,6.898,52.3,64.6,43.6,7.4,10.3,7.65,3.45,,,11/19/2024  15:19:37,Flex2admin,
11/19/2024  16:06:16,E39D08SF-1,Default,,6.22,4.19,0.05,8.28,123.7,9.36,0.21,7.397,5.2,54.7,353,,,,37.0,0.0,20.9,1:1,7.397,54.7,5.2,3.5,7.7,34.0,7.19,3.76,18,0:07,11/19/2024  16:06:16,Flex2admin,
11/19/2024  16:08:59,E39D08SF-2,Default,0.62,4.26,2.49,0.10,9.36,129.1,9.54,0.22,7.459,22.1,55.9,346,,,,37.0,0.0,20.9,1:1,7.459,55.9,22.1,14.9,7.9,40.0,7.30,3.85,19,2:47,11/19/2024  16:08:59,Flex2admin,
11/19/2024  16:11:50,E39D08SF-3,Default,1.05,5.90,2.93,0.13,7.12,127.8,9.28,0.22,7.339,21.8,52.9,342,,,,37.0,0.0,20.9,1:1,7.339,52.9,21.8,14.7,7.5,28.7,7.22,3.78,20,5:38,11/19/2024  16:11:50,Flex2admin,
11/19/2024  16:14:41,E39D08SF-4,Default,1.29,5.76,2.66,0.11,6.84,125.8,9.09,0.22,7.342,26.9,52.3,339,,,,37.0,0.0,20.9,1:1,7.342,52.3,26.9,18.1,7.4,28.6,7.45,3.77,21,8:28,11/19/2024  16:14:41,Flex2admin,
11/19/2024  16:17:37,E39D08SF-5,Default,,6.12,4.45,0.12,7.57,127.7,9.52,0.20,7.413,23.2,40.0,365,,,,37.0,0.0,20.9,1:1,7.413,40.0,23.2,15.7,5.6,25.8,7.34,3.77,22,11:24,11/19/2024  16:17:37,Flex2admin,
11/19/2024  16:20:33,E39D08SF-6,Default,,7.34,5.80,0.20,6.18,131.0,10.52,0.20,7.368,30.2,57.3,394,,,,37.0,0.0,20.9,1:1,7.368,57.3,30.2,20.4,8.1,33.3,7.31,3.71,23,14:19,11/19/2024  16:20:33,Flex2admin,
11/19/2024  16:23:18,E39D08SF-7,Default,0.65,4.80,2.80,0.10,9.58,135.6,9.90,0.22,7.550,45.9,44.5,361,,,,37.0,0.0,20.9,1:1,7.550,44.5,45.9,31.0,6.3,39.3,7.29,3.75,24,17:05,11/19/2024  16:23:18,Flex2admin,
11/19/2024  16:26:14,E39D08SF-8,Default,1.29,5.64,3.61,0.15,11.02,137.3,10.76,0.22,7.518,44.1,53.5,384,,,,37.0,0.0,20.9,1:1,7.518,53.5,44.1,29.8,7.6,43.9,7.47,3.85,1,20:00,11/19/2024  16:26:14,Flex2admin,
11/19/2024  16:29:05,E39D08SF-9,Default,1.01,5.95,2.13,0.20,4.20,129.9,8.61,0.21,7.370,65.9,43.0,333,,,,37.0,0.0,20.9,1:1,7.370,43.0,65.9,44.6,6.1,25.1,7.31,3.78,2,22:51,11/19/2024  16:29:05,Flex2admin,
11/19/2024  16:31:56,E39D08SF-10,Default,0.78,4.87,3.49,0.10,9.63,130.7,9.78,0.23,7.515,56.6,43.5,358,,,,37.0,0.0,20.9,1:1,7.515,43.5,56.6,38.3,6.2,35.5,7.27,3.75,3,25:42,11/19/2024  16:31:56,Flex2admin,
11/19/2024  16:34:57,E39D08SF-11,Default,,6.27,4.33,0.16,12.11,139.4,11.42,0.22,7.564,63.8,46.3,403,,,,37.0,0.0,20.9,1:1,7.564,46.3,63.8,43.1,6.5,42.2,7.29,3.78,4,28:42,11/19/2024  16:34:57,Flex2admin,
11/19/2024  16:37:48,E39D08SF-12,Default,,6.85,5.22,0.13,11.60,137.6,11.28,0.23,7.503,61.0,47.7,403,,,,37.0,0.0,20.9,1:1,7.503,47.7,61.0,41.3,6.7,37.8,7.52,3.75,5,31:33,11/19/2024  16:37:48,Flex2admin,
11/19/2024  16:40:44,E39D08SF-13,Default,1.43,5.94,2.06,0.22,5.63,132.6,9.91,0.22,7.441,98.9,30.3,344,,,,37.0,0.0,20.9,1:1,7.441,30.3,98.9,66.9,4.3,20.8,7.55,3.80,6,34:29,11/19/2024  16:40:44,Flex2admin,
11/19/2024  16:43:45,E39D08SF-14,Default,,6.17,4.35,0.10,7.83,126.9,9.35,0.21,7.504,85.0,36.4,354,,,,37.0,0.0,20.9,1:1,7.504,36.4,85.0,57.5,5.2,29.0,7.34,3.73,7,37:29,11/19/2024  16:43:45,Flex2admin,
11/19/2024  16:46:35,E39D08SF-15,Default,,6.37,5.29,0.10,8.97,130.4,10.38,0.22,7.601,101.2,30.1,385,,,,37.0,0.0,20.9,1:1,7.601,30.1,101.2,68.4,4.3,29.9,7.32,3.74,8,40:20,11/19/2024  16:46:35,Flex2admin,
11/19/2024  16:49:31,E39D08SF-16,Default,,7.00,5.84,0.32,6.16,136.9,11.01,0.22,7.492,100.3,34.1,406,,,,37.0,0.0,20.9,1:1,7.492,34.1,100.3,67.9,4.8,26.3,7.50,3.72,9,43:03,11/19/2024  16:49:31,Flex2admin,
11/19/2024  16:52:22,E39D08SF-17,Default,,6.30,4.72,0.10,8.89,131.1,10.06,0.22,7.610,107.7,35.6,368,,,,37.0,0.0,20.9,1:1,7.610,35.6,107.7,72.9,5.0,36.1,7.34,3.73,10,45:53,11/19/2024  16:52:22,Flex2admin,
11/20/2024  12:22:06,E38D09BRX01,Default,,8.36,7.40,1.50,5.25,131.8,12.69,0.22,6.723,50.4,190.3,443,,,,37.0,0.0,20.9,1:1,6.723,190.3,50.4,34.0,26.8,25.0,7.38,3.40,,,11/20/2024  12:22:06,Flex2admin,
11/20/2024  12:25:23,E38D09BRX04,Default,,10.09,7.32,3.23,5.19,137.2,12.72,0.20,6.839,84.7,50.9,464,,,,37.0,0.0,20.9,1:1,6.839,50.9,84.7,57.1,7.2,8.7,7.55,3.18,,,11/20/2024  12:25:23,Flex2admin,
11/20/2024  13:54:20,E39D09SF-1,Default,,7.06,4.87,0.07,9.73,129.2,11.07,0.21,7.493,0.0,49.9,380,,,,37.0,0.0,20.9,1:1,7.493,49.9,0.0,0.0,7.0,38.7,7.59,3.64,13,0:14,11/20/2024  13:54:20,Flex2admin,
11/20/2024  13:57:14,E39D09SF-2,Default,0.64,5.14,3.39,0.12,10.20,131.8,11.18,0.23,7.530,0.0,45.7,378,,,,37.0,0.0,20.9,1:1,7.530,45.7,0.0,0.0,6.4,38.5,7.50,3.71,14,2:58,11/20/2024  13:57:14,Flex2admin,
11/20/2024  14:02:02,E39D09SF-3,Default,,8.03,4.71,0.05,6.66,132.8,11.24,0.23,7.424,0.0,38.8,382,,,,37.0,0.0,20.9,1:1,7.424,38.8,0.0,0.0,5.5,25.7,7.30,3.76,15,7:47,11/20/2024  14:02:02,Flex2admin,
11/20/2024  14:04:58,E39D09SF-4,Default,,7.52,4.16,0.08,6.55,132.8,11.03,0.23,7.450,1.4,36.1,373,,,,37.0,0.0,20.9,1:1,7.450,36.1,1.4,0.9,5.1,25.3,7.53,3.80,16,10:42,11/20/2024  14:04:58,Flex2admin,
11/20/2024  14:07:49,E39D09SF-5,Default,,7.09,5.03,0.08,8.86,130.3,11.02,0.20,7.462,0.0,55.4,392,,,,37.0,0.0,20.9,1:1,7.462,55.4,0.0,0.0,7.8,39.9,7.37,3.80,17,13:33,11/20/2024  14:07:49,Flex2admin,
11/20/2024  14:10:46,E39D09SF-6,Default,,8.26,6.53,0.13,7.94,136.3,12.12,0.21,7.476,0.0,49.7,424,,,,37.0,0.0,20.9,1:1,7.476,49.7,0.0,0.0,7.0,37.0,7.55,3.77,18,16:29,11/20/2024  14:10:46,Flex2admin,
11/20/2024  14:13:38,E39D09SF-7,Default,1.38,5.87,3.94,0.11,10.07,140.8,11.64,0.23,7.563,21.6,44.3,400,,,,37.0,0.0,20.9,1:1,7.563,44.3,21.6,14.6,6.2,40.3,7.52,3.77,19,19:21,11/20/2024  14:13:38,Flex2admin,
11/20/2024  14:16:30,E39D09SF-8,Default,,7.07,5.06,0.07,12.09,143.0,12.84,0.23,7.561,21.2,47.0,424,,,,37.0,0.0,20.9,1:1,7.561,47.0,21.2,14.3,6.6,42.6,7.34,3.79,20,22:13,11/20/2024  14:16:30,Flex2admin,
11/20/2024  14:19:22,E39D09SF-9,Default,,7.10,3.72,0.05,7.03,135.4,11.14,0.22,7.514,44.0,37.4,372,,,,37.0,0.0,20.9,1:1,7.514,37.4,44.0,29.6,5.3,30.4,7.57,3.76,21,25:04,11/20/2024  14:19:22,Flex2admin,
11/20/2024  14:22:19,E39D09SF-10,Default,1.14,5.63,4.21,0.06,10.07,127.9,10.89,0.24,,,,378,,,,37.0,0.0,20.9,1:1,,,,,,,7.38,,22,28:01,11/20/2024  14:22:19,Flex2admin,
11/20/2024  14:25:05,E39D09SF-11,Default,,6.87,5.00,0.11,13.17,137.1,12.73,0.22,,,,425,,,,37.0,0.0,20.9,1:1,,,,,,,7.56,,23,30:48,11/20/2024  14:25:05,Flex2admin,
11/20/2024  14:27:57,E39D09SF-12,Default,,7.62,5.68,0.10,12.52,134.7,12.58,0.24,,,,427,,,,37.0,0.0,20.9,1:1,,,,,,,7.60,,24,33:39,11/20/2024  14:27:57,Flex2admin,
11/20/2024  14:30:44,E39D09SF-13,Default,,7.48,3.88,0.07,6.65,133.3,12.05,0.24,,,,381,,,,37.0,0.0,20.9,1:1,,,,,,,7.53,,1,36:25,11/20/2024  14:30:44,Flex2admin,
11/20/2024  14:33:34,E39D09SF-14,Default,,7.42,5.46,0.08,7.86,127.1,10.95,0.22,,,,384,,,,37.0,0.0,20.9,1:1,,,,,,,7.59,,2,39:16,11/20/2024  14:33:34,Flex2admin,
11/20/2024  14:36:26,E39D09SF-15,Default,,6.98,5.99,0.08,10.80,130.8,11.90,0.22,,,,405,,,,37.0,0.0,20.9,1:1,,,,,,,7.61,,3,42:07,11/20/2024  14:36:26,Flex2admin,
11/20/2024  14:39:17,E39D09SF-16,Default,,7.52,6.42,0.13,9.15,137.4,12.63,0.22,,,,433,,,,37.0,0.0,20.9,1:1,,,,,,,7.43,,4,44:40,11/20/2024  14:39:17,Flex2admin,
11/20/2024  14:42:03,E39D09SF-17,Default,,7.42,6.17,0.08,9.34,130.6,11.75,0.23,,,,405,,,,37.0,0.0,20.9,1:1,,,,,,,7.49,,5,47:26,11/20/2024  14:42:03,Flex2admin,
11/21/2024  10:32:27,E38D10BRX01,Default,,6.81,5.73,1.23,6.70,153.3,12.45,0.20,7.005,45.5,250.6,464,,,,37.0,0.0,20.9,1:1,7.005,250.6,45.5,30.5,35.1,63.1,7.44,3.56,,,11/21/2024  10:32:27,Flex2admin,
11/21/2024  10:36:03,E38D10BRX04,Default,,9.65,5.24,3.97,6.07,145.8,11.61,0.18,7.073,68.4,27.8,470,,,,34.0,0.0,20.9,1:1,7.111,24.4,55.8,37.4,3.4,7.8,7.46,3.45,,,11/21/2024  10:36:03,Flex2admin,
11/21/2024  15:26:03,BUFFER 1 - TEST,Default,,,,,,,,,,,,,,,,22.0,0.0,20.9,,,,,,,,,,,,11/21/2024  15:26:03,Flex2admin,
11/22/2024  13:55:53,E38D11BRX01,Default,,6.89,6.01,0.63,7.01,159.2,13.58,0.18,7.165,37.6,215.4,498,,,,22.0,0.0,20.9,1:1,7.362,111.7,13.0,8.8,15.8,64.1,7.48,3.55,,,11/22/2024  13:55:53,Flex2admin,
11/22/2024  13:59:06,E38D11BRX04,Default,,10.38,5.34,4.09,4.51,155.3,12.82,0.17,7.211,75.1,10.0,493,,,,22.0,0.0,20.9,1:1,7.413,5.2,27.6,18.7,0.7,3.3,7.34,3.47,,,11/22/2024  13:59:06,Flex2admin,
11/22/2024  14:51:51,E39D11SF-1,Default,1.00,5.95,1.71,0.05,13.43,132.4,11.71,0.22,7.493,0.0,60.6,,,,,22.0,0.0,20.9,1:1,7.723,31.4,0.0,0.0,4.4,41.4,7.67,3.93,8,0:29,11/22/2024  14:51:51,Flex2admin,
11/22/2024  14:54:54,E39D11SF-2,Default,0.12,2.82,0.20,0.08,13.10,136.8,11.89,0.23,7.541,25.6,55.6,,,,,22.0,0.0,20.9,1:1,7.776,28.8,8.8,6.0,4.1,42.8,7.60,3.91,9,3:29,11/22/2024  14:54:54,Flex2admin,
11/22/2024  14:56:52,E39D11SF-3,Default,,6.47,0.94,0.38,6.14,130.7,11.42,0.22,7.246,0.0,67.7,,,,,22.0,0.0,20.9,1:1,7.452,35.1,0.0,0.0,5.0,24.7,7.48,3.84,10,5:27,11/22/2024  14:56:52,Flex2admin,
11/22/2024  14:58:49,E39D11SF-4,Default,3.20,6.00,0.54,0.35,5.94,130.8,11.34,0.23,7.278,0.0,46.6,,,,,22.0,0.0,20.9,1:1,7.487,24.2,0.0,0.0,3.4,18.5,7.37,3.89,11,7:24,11/22/2024  14:58:49,Flex2admin,
11/22/2024  15:00:47,E39D11SF-5,Default,1.39,5.34,1.26,0.07,12.79,131.9,11.67,0.20,7.493,0.0,55.0,,,,,22.0,0.0,20.9,1:1,7.723,28.6,0.0,0.0,4.0,37.5,7.58,3.77,12,9:22,11/22/2024  15:00:47,Flex2admin,
11/22/2024  15:02:45,E39D11SF-6,Default,,6.44,2.29,0.09,12.03,135.9,12.26,0.19,7.449,0.0,76.2,,,,,22.0,0.0,20.9,1:1,7.674,39.5,0.0,0.0,5.6,46.5,7.35,3.77,13,11:20,11/22/2024  15:02:45,Flex2admin,
11/22/2024  15:04:47,E39D11SF-7,Default,0.54,3.83,0.75,0.10,13.27,142.2,12.28,0.23,7.584,39.9,64.9,,,,,22.0,0.0,20.9,1:1,7.823,33.6,13.9,9.4,4.8,55.7,7.59,3.81,14,13:22,11/22/2024  15:04:47,Flex2admin,
11/22/2024  15:06:46,E39D11SF-8,Default,0.76,4.57,0.91,0.10,15.87,144.4,13.48,0.23,7.581,47.0,48.6,,,,,22.0,0.0,20.9,1:1,7.820,25.2,16.4,11.1,3.6,41.5,7.37,3.83,15,15:19,11/22/2024  15:06:46,Flex2admin,
11/22/2024  15:08:43,E39D11SF-9,Default,1.04,5.20,0.35,0.06,12.29,136.2,12.51,0.25,7.602,71.2,35.8,,,,,22.0,0.0,20.9,1:1,7.842,18.6,25.9,17.5,2.6,32.2,7.53,3.88,16,17:17,11/22/2024  15:08:43,Flex2admin,
11/22/2024  15:10:41,E39D11SF-10,Default,0.87,4.39,1.69,0.07,12.77,132.7,11.72,0.23,7.514,6.9,66.2,,,,,22.0,0.0,20.9,1:1,7.745,34.4,2.4,1.6,4.9,47.6,7.56,3.82,17,19:15,11/22/2024  15:10:41,Flex2admin,
11/22/2024  15:12:39,E39D11SF-11,Default,0.96,5.00,1.34,0.11,16.40,147.4,13.75,0.23,7.622,68.9,41.6,,,,,22.0,0.0,20.9,1:1,7.864,21.6,24.9,16.9,3.1,39.3,7.51,3.85,18,21:12,11/22/2024  15:12:39,Flex2admin,
11/22/2024  15:14:37,E39D11SF-12,Default,,6.21,1.93,0.09,15.14,141.5,13.19,0.24,7.503,8.9,71.0,,,,,22.0,0.0,20.9,1:1,7.733,36.8,3.1,2.1,5.2,49.6,7.40,3.86,19,23:10,11/22/2024  15:14:37,Flex2admin,
11/22/2024  15:16:39,E39D11SF-13,Default,,6.66,0.60,0.45,8.51,137.6,13.04,0.26,7.508,124.3,19.0,,,,,22.0,0.0,20.9,1:1,7.739,9.9,58.6,39.7,1.4,13.5,7.44,3.81,20,25:12,11/22/2024  15:16:39,Flex2admin,
11/22/2024  15:18:37,E39D11SF-14,Default,,6.33,2.27,0.08,9.24,132.5,11.41,0.22,7.448,27.0,63.0,,,,,22.0,0.0,20.9,1:1,7.673,32.7,9.3,6.3,4.6,38.3,7.45,3.86,21,27:09,11/22/2024  15:18:37,Flex2admin,
11/22/2024  15:20:35,E39D11SF-15,Default,1.33,5.36,3.52,0.09,14.91,137.0,12.71,0.23,7.676,93.7,31.2,,,,,22.0,0.0,20.9,1:1,7.924,16.2,37.1,25.1,2.3,33.8,7.53,3.80,22,29:07,11/22/2024  15:20:35,Flex2admin,
11/22/2024  15:22:33,E39D11SF-16,Default,,,2.61,0.13,16.93,145.1,13.82,0.22,7.695,92.8,43.5,427,,,,22.0,0.0,20.9,1:1,7.944,22.6,36.6,24.7,3.2,49.4,7.56,3.79,23,30:26,11/22/2024  15:22:33,Flex2admin,
11/22/2024  15:25:37,E39D11SF-17,Default,,,3.98,0.07,14.17,139.3,12.65,0.23,7.644,102.9,31.4,407,,,,22.0,0.0,20.9,1:1,7.889,16.3,42.7,28.9,2.3,31.4,7.32,3.74,24,33:30,11/22/2024  15:25:37,Flex2admin,
11/24/2024  20:53:20,E38D13BRX01,Default,2.68,5.86,2.51,0.27,12.74,173.1,15.67,0.16,7.274,35.1,210.3,516,,,,22.0,0.0,20.9,1:1,7.482,109.1,12.2,8.1,15.3,82.4,7.64,3.45,,,11/24/2024  20:53:20,Flex2admin,
11/24/2024  20:58:06,E38D13BRX04,Default,,9.56,3.20,4.01,5.08,162.0,14.39,0.16,7.172,81.5,28.0,512,,,,22.0,0.0,20.9,1:1,7.370,14.5,30.6,20.5,2.0,8.5,7.61,3.50,,,11/24/2024  20:58:06,Flex2admin,
11/24/2024  21:23:53,E39D13SF-1,Default,,8.63,3.80,0.10,16.03,137.5,15.30,0.21,7.585,58.6,42.0,,,,,22.0,0.0,20.9,1:1,7.824,21.8,20.7,13.9,3.1,36.1,7.52,3.80,3,0:15,11/24/2024  21:23:53,Flex2admin,
11/24/2024  21:25:51,E39D13SF-2,Default,,,2.70,0.12,16.88,142.3,16.52,0.25,7.601,38.3,40.0,,,,,22.0,0.0,20.9,1:1,7.841,20.7,13.3,8.9,2.9,35.8,7.35,3.73,4,2:07,11/24/2024  21:25:51,Flex2admin,
11/24/2024  21:27:48,E39D13SF-3,Default,,,4.01,0.63,7.19,143.0,15.39,0.23,7.281,0.2,41.1,,,,,22.0,0.0,20.9,1:1,7.490,21.3,0.1,0.0,3.0,16.4,7.35,3.73,5,4:04,11/24/2024  21:27:48,Flex2admin,
11/24/2024  21:29:46,E39D13SF-4,Default,,,5.21,0.93,7.65,142.3,16.14,0.23,7.232,24.9,38.9,,,,,22.0,0.0,20.9,1:1,7.436,20.2,8.6,5.8,2.8,13.7,7.23,3.74,6,6:00,11/24/2024  21:29:46,Flex2admin,
11/24/2024  21:31:48,E39D13SF-5,Default,,,3.53,0.11,16.61,138.2,15.53,0.21,7.544,0.0,45.1,,,,,22.0,0.0,20.9,1:1,7.778,23.4,0.0,0.0,3.3,34.9,7.46,3.73,7,8:02,11/24/2024  21:31:48,Flex2admin,
11/24/2024  21:33:45,E39D13SF-6,Default,,,4.22,0.12,16.47,146.7,16.29,0.20,7.540,0.0,53.5,,,,,22.0,0.0,20.9,1:1,7.775,27.8,0.0,0.0,3.9,41.2,7.45,3.80,8,9:59,11/24/2024  21:33:45,Flex2admin,
11/24/2024  21:35:43,E39D13SF-7,Default,,,2.68,0.16,16.28,147.6,15.47,0.23,7.612,5.4,38.9,,,,,22.0,0.0,20.9,1:1,7.854,20.2,1.9,1.2,2.8,35.9,7.36,3.80,9,11:56,11/24/2024  21:35:43,Flex2admin,
11/24/2024  21:37:41,E39D13SF-8,Default,,,3.07,0.17,18.88,151.3,17.33,0.22,7.598,11.1,49.2,,,,,22.0,0.0,20.9,1:1,7.838,25.5,3.8,2.6,3.6,43.8,7.33,3.81,10,13:53,11/24/2024  21:37:41,Flex2admin,
11/24/2024  21:39:38,E39D13SF-9,Default,,,4.44,0.12,16.38,141.8,16.94,0.23,7.589,33.6,34.0,,,,,22.0,0.0,20.9,1:1,7.827,17.6,11.6,7.8,2.5,29.5,7.24,3.82,11,15:50,11/24/2024  21:39:38,Flex2admin,
11/24/2024  21:41:36,E39D13SF-10,Default,,,3.87,0.12,15.05,141.7,15.40,0.23,7.522,0.0,44.1,,,,,22.0,0.0,20.9,1:1,7.754,22.9,0.0,0.0,3.2,32.3,7.36,3.74,12,17:47,11/24/2024  21:41:36,Flex2admin,
11/24/2024  21:43:38,E39D13SF-11,Default,,,3.23,0.18,18.88,154.4,17.37,0.23,7.618,23.1,40.6,,,,,22.0,0.0,20.9,1:1,7.860,21.1,8.0,5.3,3.0,38.0,7.47,3.82,13,19:48,11/24/2024  21:43:38,Flex2admin,
11/24/2024  21:45:35,E39D13SF-12,Default,,,3.85,0.13,17.86,152.2,17.12,0.24,7.571,0.0,48.7,,,,,22.0,0.0,20.9,1:1,7.808,25.2,0.0,0.0,3.5,40.3,7.42,3.81,14,21:45,11/24/2024  21:45:35,Flex2admin,
11/24/2024  21:47:33,E39D13SF-13,Default,,,4.40,0.51,12.06,145.7,16.78,0.25,7.501,75.9,24.1,,,,,22.0,0.0,20.9,1:1,7.732,12.5,28.0,18.7,1.7,16.7,7.32,3.75,15,23:43,11/24/2024  21:47:33,Flex2admin,
11/24/2024  21:49:31,E39D13SF-14,Default,,,5.21,0.14,9.82,144.0,15.44,0.22,7.471,8.7,34.9,,,,,22.0,0.0,20.9,1:1,7.698,18.1,3.0,2.0,2.5,22.5,7.28,3.74,16,25:40,11/24/2024  21:49:31,Flex2admin,
11/24/2024  21:51:29,E39D13SF-15,Default,,,5.09,0.15,17.76,143.2,15.63,0.23,7.636,43.0,41.2,,,,,22.0,0.0,20.9,1:1,7.880,21.4,14.9,10.0,3.0,40.4,7.40,3.75,17,27:37,11/24/2024  21:51:29,Flex2admin,
11/24/2024  21:53:26,E39D13SF-16,Default,,,3.94,0.18,19.63,152.1,17.16,0.22,7.650,44.6,39.2,,,,,22.0,0.0,20.9,1:1,7.895,20.3,15.5,10.4,2.8,39.7,7.45,3.74,18,29:22,11/24/2024  21:53:26,Flex2admin,
11/24/2024  21:55:28,E39D13SF-17,Default,,,6.67,0.14,16.89,148.5,16.46,0.23,7.619,41.6,32.7,,,,,22.0,0.0,20.9,1:1,7.861,17.0,14.5,9.7,2.4,30.7,7.47,3.74,19,31:23,11/24/2024  21:55:28,Flex2admin,
11/25/2024  14:42:35,E38D14BRX01,Default,2.43,5.39,0.52,0.90,14.75,170.5,16.35,0.16,7.234,53.2,204.9,513,,,,34.0,0.0,20.9,1:1,7.274,179.7,43.1,28.8,25.1,84.1,7.48,3.40,,,11/25/2024  14:42:35,Flex2admin,
11/25/2024  14:45:53,E38D14BRX04,Default,,8.82,1.36,4.43,6.58,164.4,14.54,0.15,7.033,73.2,31.6,512,,,,34.0,0.0,20.9,1:1,7.070,27.7,59.9,40.1,3.9,8.1,7.51,3.33,,,11/25/2024  14:45:53,Flex2admin,
11/25/2024  15:27:51,E39D14SF-1,Default,,8.29,2.84,0.15,17.92,137.0,15.58,0.21,7.473,44.8,56.1,,,,,34.0,0.0,20.9,1:1,7.518,49.2,36.3,24.3,6.9,40.4,7.17,3.67,22,0:24,11/25/2024  15:27:51,Flex2admin,
11/25/2024  15:29:53,E39D14SF-2,Default,1.21,5.44,0.89,0.24,17.15,140.5,14.85,0.24,7.456,0.0,54.3,,,,,34.0,0.0,20.9,1:1,7.501,47.6,0.0,0.0,6.7,37.6,7.19,3.77,23,2:23,11/25/2024  15:29:53,Flex2admin,
11/25/2024  15:31:51,E39D14SF-3,Default,,8.18,3.04,0.72,8.26,140.2,15.27,0.22,7.179,23.9,54.3,,,,,34.0,0.0,20.9,1:1,7.219,47.6,19.3,12.9,6.6,19.6,7.21,3.78,24,4:20,11/25/2024  15:31:51,Flex2admin,
11/25/2024  15:33:48,E39D14SF-4,Default,,,4.36,1.09,8.94,144.1,16.41,0.23,7.070,37.4,56.8,,,,,34.0,0.0,20.9,1:1,7.108,49.8,30.3,20.2,7.0,15.9,7.39,3.73,1,6:17,11/25/2024  15:33:48,Flex2admin,
11/25/2024  15:35:46,E39D14SF-5,Default,,,2.65,0.16,18.44,137.8,15.79,0.22,7.485,0.0,52.2,,,,,34.0,0.0,20.9,1:1,7.531,45.8,0.0,0.0,6.4,38.7,7.41,3.78,2,8:09,11/25/2024  15:35:46,Flex2admin,
11/25/2024  15:37:44,E39D14SF-6,Default,,,2.87,0.15,18.14,144.5,16.26,0.20,7.487,0.0,64.9,,,,,34.0,0.0,20.9,1:1,7.533,56.9,0.0,0.0,8.0,48.4,7.45,3.71,3,10:05,11/25/2024  15:37:44,Flex2admin,
